Abbreviation,TeamName,GridPosition,DriverPointsBefore,TeamPointsBefore,AvgFinishLast3,Rainfall,AirTemp,Podium
HAM,Mercedes,3.0,6.0,9.0,2.6666666666666665,False,21.4,1
PIA,McLaren,5.0,140.0,250.0,2.3333333333333335,False,21.4,1
LEC,Ferrari,1.0,155.0,335.0,9.666666666666666,False,21.4,1
VER,Red Bull Racing,11.0,163.0,311.0,4.0,False,21.4,0
NOR,McLaren,4.0,253.0,364.0,8.333333333333334,False,21.4,0
SAI,Ferrari,7.0,190.0,345.0,4.666666666666667,False,21.4,0
PER,Red Bull Racing,2.0,150.0,319.0,10.333333333333334,False,21.4,0
ALO,Aston Martin,8.0,118.0,371.0,12.333333333333334,False,21.4,0
OCO,Alpine,9.0,49.0,73.0,15.333333333333334,False,21.4,0
RIC,RB,13.0,5.0,11.0,11.333333333333334,False,21.4,0
STR,Aston Martin,15.0,7.0,28.0,10.0,False,21.4,0
ALB,Williams,10.0,24.0,73.0,12.666666666666666,False,21.4,0
GAS,Alpine,12.0,4.0,4.0,16.666666666666668,False,21.4,0
MAG,Haas F1 Team,17.0,6.0,11.0,11.666666666666666,False,21.4,0
BOT,Kick Sauber,14.0,5.0,25.0,15.666666666666666,False,21.4,0
TSU,RB,20.0,0.0,0.0,11.0,False,21.4,0
SAR,Williams,18.0,21.0,28.0,15.666666666666666,False,21.4,0
HUL,Haas F1 Team,16.0,0.0,4.0,8.333333333333334,False,21.4,0
ZHO,Kick Sauber,19.0,20.0,25.0,18.0,False,21.4,0
RUS,Mercedes,6.0,0.0,0.0,9.333333333333334,False,21.4,0
NOR,McLaren,1.0,110.0,250.0,3.3333333333333335,False,19.2,1
VER,Red Bull Racing,2.0,216.0,371.0,3.6666666666666665,False,19.2,1
LEC,Ferrari,6.0,271.0,389.0,7.0,False,19.2,1
PIA,McLaren,3.0,178.0,334.0,2.3333333333333335,False,19.2,0
SAI,Ferrari,10.0,167.0,383.0,5.666666666666667,False,19.2,0
PER,Red Bull Racing,5.0,160.0,344.0,10.333333333333334,False,19.2,0
RUS,Mercedes,4.0,126.0,397.0,15.666666666666666,False,19.2,0
HAM,Mercedes,14.0,116.0,256.0,1.6666666666666667,False,19.2,0
GAS,Alpine,9.0,144.0,260.0,17.666666666666668,False,19.2,0
ALO,Aston Martin,7.0,8.0,13.0,9.0,False,19.2,0
HUL,Haas F1 Team,12.0,50.0,74.0,12.333333333333334,False,19.2,0
RIC,RB,13.0,20.0,25.0,11.666666666666666,False,19.2,0
STR,Aston Martin,8.0,7.0,28.0,9.333333333333334,False,19.2,0
ALB,Williams,19.0,24.0,74.0,11.666666666666666,False,19.2,0
OCO,Alpine,15.0,4.0,4.0,14.333333333333334,False,19.2,0
SAR,Williams,18.0,5.0,13.0,15.0,False,19.2,0
TSU,RB,11.0,0.0,4.0,11.666666666666666,False,19.2,0
MAG,Haas F1 Team,20.0,21.0,28.0,13.666666666666666,False,19.2,0
BOT,Kick Sauber,16.0,5.0,25.0,15.333333333333334,False,19.2,0
ZHO,Kick Sauber,17.0,0.0,0.0,18.666666666666668,False,19.2,0
LEC,Ferrari,4.0,0.0,0.0,3.3333333333333335,False,33.2,1
PIA,McLaren,2.0,203.0,369.0,2.3333333333333335,False,33.2,1
NOR,McLaren,1.0,185.0,401.0,2.6666666666666665,False,33.2,1
SAI,Ferrari,5.0,232.0,417.0,5.666666666666667,False,33.2,0
HAM,Mercedes,6.0,172.0,381.0,4.0,False,33.2,0
VER,Red Bull Racing,7.0,154.0,270.0,3.6666666666666665,False,33.2,0
RUS,Mercedes,3.0,279.0,405.0,11.666666666666666,False,33.2,0
PER,Red Bull Racing,8.0,122.0,276.0,6.666666666666667,False,33.2,0
ALB,Williams,9.0,130.0,409.0,13.333333333333334,False,33.2,0
MAG,Haas F1 Team,13.0,6.0,6.0,15.666666666666666,False,33.2,0
ALO,Aston Martin,11.0,6.0,26.0,9.666666666666666,False,33.2,0
COL,Williams,18.0,50.0,74.0,,False,33.2,0
RIC,RB,12.0,0.0,6.0,11.333333333333334,False,33.2,0
OCO,Alpine,15.0,7.0,28.0,14.0,False,33.2,0
GAS,Alpine,14.0,5.0,13.0,14.0,False,33.2,0
BOT,Kick Sauber,19.0,8.0,13.0,16.666666666666668,False,33.2,0
HUL,Haas F1 Team,10.0,0.0,0.0,14.0,False,33.2,0
ZHO,Kick Sauber,20.0,20.0,26.0,19.333333333333332,False,33.2,0
STR,Aston Martin,17.0,0.0,0.0,11.333333333333334,False,33.2,0
TSU,RB,16.0,24.0,74.0,14.0,False,33.2,0
PIA,McLaren,2.0,21.0,28.0,2.6666666666666665,False,26.7,1
LEC,Ferrari,1.0,210.0,442.0,2.3333333333333335,False,26.7,1
RUS,Mercedes,5.0,221.0,399.0,11.333333333333334,False,26.7,1
NOR,McLaren,15.0,137.0,291.0,3.0,False,26.7,0
VER,Red Bull Racing,6.0,245.0,455.0,4.0,False,26.7,0
ALO,Aston Martin,7.0,289.0,419.0,9.666666666666666,False,26.7,0
ALB,Williams,9.0,58.0,82.0,11.666666666666666,False,26.7,0
COL,Williams,8.0,12.0,12.0,12.0,False,26.7,0
HAM,Mercedes,19.0,4.0,16.0,4.666666666666667,False,26.7,0
BEA,Haas F1 Team,10.0,156.0,293.0,7.0,False,26.7,0
HUL,Haas F1 Team,12.0,7.0,27.0,15.333333333333334,False,26.7,0
GAS,Alpine,18.0,20.0,27.0,12.333333333333334,False,26.7,0
RIC,RB,14.0,8.0,13.0,11.666666666666666,False,26.7,0
ZHO,Kick Sauber,17.0,7.0,28.0,19.0,False,26.7,0
OCO,Alpine,20.0,0.0,0.0,12.666666666666666,False,26.7,0
BOT,Kick Sauber,16.0,5.0,13.0,16.666666666666668,False,26.7,0
PER,Red Bull Racing,4.0,0.0,0.0,7.0,False,26.7,0
SAI,Ferrari,3.0,130.0,419.0,5.0,False,26.7,0
STR,Aston Martin,13.0,172.0,399.0,14.333333333333334,False,26.7,0
TSU,RB,11.0,24.0,82.0,17.666666666666668,False,26.7,0
NOR,McLaren,1.0,21.0,28.0,2.6666666666666665,False,30.8,1
VER,Red Bull Racing,2.0,270.0,480.0,4.333333333333333,False,30.8,1
PIA,McLaren,5.0,307.0,437.0,2.3333333333333335,False,30.8,1
RUS,Mercedes,4.0,225.0,495.0,5.666666666666667,False,30.8,0
LEC,Ferrari,9.0,149.0,305.0,2.0,False,30.8,0
HAM,Mercedes,3.0,231.0,409.0,7.333333333333333,False,30.8,0
SAI,Ferrari,10.0,164.0,313.0,9.0,False,30.8,0
ALO,Aston Martin,7.0,178.0,415.0,9.0,False,30.8,0
HUL,Haas F1 Team,6.0,62.0,86.0,13.0,False,30.8,0
PER,Red Bull Racing,13.0,22.0,29.0,10.333333333333334,False,30.8,0
COL,Williams,12.0,131.0,438.0,10.0,False,30.8,0
TSU,RB,8.0,4.0,16.0,19.0,False,30.8,0
OCO,Alpine,15.0,21.0,28.0,14.666666666666666,False,30.8,0
STR,Aston Martin,17.0,5.0,13.0,17.0,False,30.8,0
ZHO,Kick Sauber,20.0,24.0,86.0,17.333333333333332,False,30.8,0
BOT,Kick Sauber,19.0,0.0,0.0,17.0,False,30.8,0
GAS,Alpine,18.0,0.0,0.0,12.0,False,30.8,0
RIC,RB,16.0,8.0,13.0,12.666666666666666,False,30.8,0
MAG,Haas F1 Team,14.0,7.0,28.0,14.0,False,30.8,0
ALB,Williams,11.0,6.0,29.0,10.0,False,30.8,0
LEC,Ferrari,4.0,12.0,16.0,2.6666666666666665,False,28.2,1
SAI,Ferrari,3.0,256.0,440.0,9.666666666666666,False,28.2,1
VER,Red Bull Racing,2.0,196.0,458.0,4.333333333333333,False,28.2,1
NOR,McLaren,1.0,322.0,453.0,2.6666666666666665,False,28.2,0
PIA,McLaren,5.0,282.0,507.0,2.0,False,28.2,0
RUS,Mercedes,20.0,235.0,517.0,4.666666666666667,False,28.2,0
PER,Red Bull Racing,9.0,157.0,321.0,11.666666666666666,False,28.2,0
HUL,Haas F1 Team,11.0,137.0,459.0,12.333333333333334,False,28.2,0
LAW,RB,19.0,26.0,33.0,,False,28.2,0
COL,Williams,15.0,2.0,30.0,10.333333333333334,False,28.2,0
MAG,Haas F1 Team,8.0,5.0,17.0,15.666666666666666,False,28.2,0
GAS,Alpine,6.0,6.0,33.0,14.666666666666666,False,28.2,0
ALO,Aston Martin,7.0,8.0,13.0,8.333333333333334,False,28.2,0
TSU,RB,10.0,62.0,86.0,17.333333333333332,False,28.2,0
STR,Aston Martin,13.0,21.0,30.0,17.333333333333332,False,28.2,0
ALB,Williams,14.0,24.0,86.0,12.0,False,28.2,0
BOT,Kick Sauber,16.0,12.0,17.0,16.0,False,28.2,0
OCO,Alpine,12.0,0.0,0.0,14.0,False,28.2,0
ZHO,Kick Sauber,18.0,5.0,13.0,15.666666666666666,False,28.2,0
HAM,Mercedes,17.0,0.0,0.0,6.666666666666667,False,28.2,0
SAI,Ferrari,1.0,164.0,321.0,9.0,False,20.0,1
NOR,McLaren,3.0,221.0,483.0,3.0,False,20.0,1
LEC,Ferrari,4.0,300.0,535.0,2.6666666666666665,False,20.0,1
HAM,Mercedes,6.0,272.0,499.0,11.666666666666666,False,20.0,0
RUS,Mercedes,5.0,176.0,333.0,4.333333333333333,False,20.0,0
VER,Red Bull Racing,2.0,167.0,343.0,3.3333333333333335,False,20.0,0
MAG,Haas F1 Team,7.0,330.0,467.0,13.333333333333334,False,20.0,0
PIA,McLaren,17.0,12.0,39.0,3.0,False,20.0,0
HUL,Haas F1 Team,10.0,239.0,539.0,9.333333333333334,False,20.0,0
GAS,Alpine,8.0,28.0,41.0,13.666666666666666,False,20.0,0
STR,Aston Martin,14.0,9.0,14.0,16.0,False,20.0,0
COL,Williams,16.0,24.0,86.0,9.666666666666666,False,20.0,0
OCO,Alpine,0.0,5.0,17.0,15.333333333333334,False,20.0,0
BOT,Kick Sauber,15.0,5.0,14.0,16.333333333333332,False,20.0,0
ZHO,Kick Sauber,19.0,0.0,0.0,16.0,False,20.0,0
LAW,RB,12.0,0.0,0.0,9.0,False,20.0,0
PER,Red Bull Racing,18.0,2.0,30.0,11.333333333333334,False,20.0,0
ALO,Aston Martin,13.0,137.0,467.0,9.0,False,20.0,0
ALB,Williams,9.0,62.0,86.0,14.333333333333334,False,20.0,0
TSU,RB,11.0,12.0,17.0,15.333333333333334,False,20.0,0
VER,Red Bull Racing,17.0,21.0,30.0,3.6666666666666665,True,22.0,1
OCO,Alpine,4.0,356.0,493.0,14.666666666666666,True,22.0,1
GAS,Alpine,13.0,23.0,32.0,13.0,True,22.0,1
RUS,Mercedes,2.0,24.0,47.0,5.0,True,22.0,0
LEC,Ferrari,6.0,179.0,355.0,3.0,True,22.0,0
NOR,McLaren,1.0,282.0,509.0,2.3333333333333335,True,22.0,0
TSU,RB,3.0,308.0,547.0,15.333333333333334,True,22.0,0
PIA,McLaren,8.0,27.0,36.0,5.333333333333333,True,22.0,0
LAW,RB,5.0,243.0,551.0,12.5,True,22.0,0
HAM,Mercedes,14.0,4.0,38.0,10.0,True,22.0,0
PER,Red Bull Racing,12.0,177.0,356.0,11.333333333333334,True,22.0,0
BEA,Haas F1 Team,15.0,137.0,493.0,8.5,True,22.0,0
BOT,Kick Sauber,11.0,7.0,41.0,15.666666666666666,True,22.0,0
ALO,Aston Martin,9.0,0.0,0.0,13.0,True,22.0,0
ZHO,Kick Sauber,19.0,62.0,86.0,16.333333333333332,True,22.0,0
SAI,Ferrari,20.0,0.0,0.0,3.3333333333333335,True,22.0,0
COL,Williams,16.0,221.0,509.0,11.0,True,22.0,0
ALB,Williams,7.0,5.0,17.0,18.333333333333332,True,22.0,0
STR,Aston Martin,10.0,12.0,17.0,13.333333333333334,True,22.0,0
HUL,Haas F1 Team,18.0,24.0,86.0,8.666666666666666,True,22.0,0
RUS,Mercedes,1.0,28.0,41.0,5.0,False,17.9,1
HAM,Mercedes,10.0,204.0,381.0,11.333333333333334,False,17.9,1
SAI,Ferrari,2.0,195.0,399.0,6.333333333333333,False,17.9,1
LEC,Ferrari,4.0,236.0,524.0,3.0,False,17.9,0
VER,Red Bull Racing,5.0,294.0,536.0,3.3333333333333335,False,17.9,0
NOR,McLaren,6.0,366.0,503.0,4.0,False,17.9,0
PIA,McLaren,8.0,317.0,560.0,7.0,False,17.9,0
HUL,Haas F1 Team,9.0,249.0,566.0,12.333333333333334,False,17.9,0
TSU,RB,7.0,32.0,45.0,13.666666666666666,False,17.9,0
PER,Red Bull Racing,15.0,29.0,40.0,11.666666666666666,False,17.9,0
ALO,Aston Martin,16.0,138.0,504.0,15.0,False,17.9,0
MAG,Haas F1 Team,12.0,62.0,86.0,12.333333333333334,False,17.9,0
ZHO,Kick Sauber,13.0,12.0,45.0,16.333333333333332,False,17.9,0
COL,Williams,20.0,0.0,0.0,13.0,False,17.9,0
STR,Aston Martin,18.0,5.0,17.0,15.0,False,17.9,0
LAW,RB,14.0,24.0,86.0,11.333333333333334,False,17.9,0
OCO,Alpine,11.0,4.0,40.0,11.0,False,17.9,0
BOT,Kick Sauber,19.0,23.0,47.0,14.666666666666666,False,17.9,0
ALB,Williams,17.0,0.0,0.0,17.666666666666668,False,17.9,0
GAS,Alpine,3.0,12.0,17.0,8.333333333333334,False,17.9,0
VER,Red Bull Racing,2.0,24.0,47.0,4.0,False,19.0,1
LEC,Ferrari,5.0,391.0,529.0,4.0,False,19.0,1
PIA,McLaren,4.0,312.0,554.0,7.666666666666667,False,19.0,1
RUS,Mercedes,1.0,264.0,581.0,3.3333333333333335,False,19.0,0
GAS,Alpine,11.0,216.0,411.0,11.0,False,19.0,0
SAI,Ferrari,7.0,34.0,57.0,6.666666666666667,False,19.0,0
ALO,Aston Martin,8.0,244.0,562.0,14.333333333333334,False,19.0,0
ZHO,Kick Sauber,12.0,68.0,92.0,14.333333333333334,False,19.0,0
MAG,Haas F1 Team,10.0,4.0,4.0,10.0,False,19.0,0
NOR,McLaren,3.0,14.0,47.0,4.666666666666667,False,19.0,0
BOT,Kick Sauber,13.0,319.0,583.0,15.0,False,19.0,0
HAM,Mercedes,6.0,0.0,4.0,5.333333333333333,False,19.0,0
TSU,RB,14.0,195.0,411.0,12.0,False,19.0,0
LAW,RB,17.0,29.0,40.0,13.666666666666666,False,19.0,0
ALB,Williams,16.0,4.0,40.0,18.666666666666668,False,19.0,0
HUL,Haas F1 Team,18.0,12.0,17.0,12.333333333333334,False,19.0,0
PER,Red Bull Racing,9.0,32.0,47.0,12.666666666666666,False,19.0,0
STR,Aston Martin,15.0,138.0,529.0,15.0,False,19.0,0
COL,Williams,19.0,24.0,92.0,14.333333333333334,False,19.0,0
OCO,Alpine,20.0,5.0,17.0,10.666666666666666,False,19.0,0
NOR,McLaren,1.0,23.0,57.0,7.333333333333333,False,26.8,1
SAI,Ferrari,3.0,344.0,608.0,8.333333333333334,False,26.8,1
LEC,Ferrari,19.0,262.0,580.0,3.6666666666666665,False,26.8,1
HAM,Mercedes,16.0,327.0,595.0,8.0,False,26.8,0
RUS,Mercedes,6.0,207.0,423.0,3.0,False,26.8,0
VER,Red Bull Racing,4.0,226.0,433.0,2.3333333333333335,False,26.8,0
GAS,Alpine,5.0,399.0,537.0,9.333333333333334,False,26.8,0
HUL,Haas F1 Team,7.0,40.0,63.0,14.666666666666666,False,26.8,0
ALO,Aston Martin,8.0,36.0,51.0,10.666666666666666,False,26.8,0
PIA,McLaren,2.0,70.0,94.0,6.0,False,26.8,0
ALB,Williams,18.0,265.0,609.0,17.333333333333332,False,26.8,0
TSU,RB,11.0,12.0,17.0,9.666666666666666,False,26.8,0
ZHO,Kick Sauber,15.0,29.0,40.0,12.0,False,26.8,0
STR,Aston Martin,13.0,4.0,4.0,17.333333333333332,False,26.8,0
DOO,Alpine,17.0,24.0,94.0,,False,26.8,0
MAG,Haas F1 Team,14.0,0.0,63.0,9.333333333333334,False,26.8,0
LAW,RB,12.0,14.0,51.0,13.0,False,26.8,0
BOT,Kick Sauber,9.0,4.0,40.0,14.0,False,26.8,0
COL,Williams,20.0,0.0,4.0,16.666666666666668,False,26.8,0
PER,Red Bull Racing,10.0,5.0,17.0,12.666666666666666,False,26.8,0
